taxon,ACGU001B,ACGU002A,ACLE001B,ACLE002C,ACLE003A,ACLE007A,ACLE010A,ACLE011,ACLE012,ACLE013,ACLE014,ACLE015,ACLE016,ACLE017,ACLE018A,ACNF018C,ACNF023,ACNF024,ACNF025,ACNF026,ACNF027B,ACNF029A,ACNF032,ACNF033,ACNF034,ACNF035A,ACNF037,ACNF038B,ACNF040,ACNF041,ACNF042,ACNF043,ACNF044,ACNF045,ACNF046,ACNF048,ACNF050,ACNF051B,ACNF053,ACNF054,ACNF055,ACNF056,ACNF057,ACNF059,ACNF060,ACNF061,ACNF062,ACNF063,ACNF065,ACNF066,ACNF067,ACNF068,ACNF069,ACNF071,ACNF073,ACNF074,ACNF075,ACNF076,ACNF077,ACNF078,ACNF079,ACNF080,ACNF081,ACNF083,ACNF084,ACNF085,ACNF086,ACNF087,ACNF088,ACNF089,ACNF090,ACNF091,ACNF092,ACNF093,ACNF094,ACNF095,ACNF096,ACNF097,ACNF099,ACNF116,ACNF117,ACNF118,ACNF119,ACNF120,ACNF121,ACNF122,ACNF123,ACNF124,ACNI001,ACNI002,ACNI004,ACNI005B,ACNI006,ACOL001,ACTR010,ACTR011,ACTR014,ACTR015,ACTR025A,ACTR029B,ACTR032B,ACTR034A,ACTR037C,ACTR039C,ACTR040C,ACTR043B,ACTR045B,ACTR048A,ACTR050A,ACTR053B,ACTR056A,ACTR059A,ACTR062,ACTR063,ACTR064,ACTR065,ACTR066,ACTR067,ACTR068,ACTR069,ACTR070,ACTR071,ACTR072,ACTR073,ACTR074,ACTR076,ACTR077,ACTR078,ACTR079,ACTR080,ACTR081,ACTR082,ACTR083B,ACTR084,ACTR085,ACTR086,ACTR087B,ACTR091,ACTR092,ACTR094,ACTR095,ACTR096,ACTR097,ACTR098,ACTR099,ACTR101,ACTR102,ACTR105A,ACTR107,ACTR110,ACTR116,ACTR117,ACTR118,ACTR119,ACTR120,ACTR121,ACTR122,ACTR123,ACTR124,ACTR125,ACTR127,ACTR128,ACTR129,ACTR130,ACTR131,ACTR132,ACTR133A,ACTR135,ACTR136,ACTR137,ACTR138,ACTR139,ACTR140,ACTR141,ACTR142,ACTR143,ACTR144,ACTR145,ACTR146,ACTR595,ACTR606,ACTR610,ACTR611,ACTR612,CTST010,CTST012,CTST014,CTST016,NALI001B,NALI002B,NALI003B,NALI004C,NALI005B,NALI006C,NAUN001D,ZEFL003,ZEFL005,ZEFL006,ZEFL007,ZEFL008,ZEFL009,ZEFL010,ZEFL012,ZEFL013,ZEFL014,ZEFL016,ZEFL017,ZEFL019,ZEFL020,ZEFL021,ZEFL022B,ZEFL026,ZEFL027,ZEFL028A,ZEFL029B
Crocosphaera watsonii,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,8,23,15,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,29,0,4,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,15,7,2,11,0,55,0,4,1,0,0,0,0,4,0,2,0,0,11,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,10,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,7,0,0,5,0,0,0,0,0,0
Corallinaceae,4,0,0,0,17,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,16,0,0,0,2,0,0,0,0,0,0,0,0
Ceramiaceae,0,54,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,28,25,0,10,37,159,61,45,20,184,0,42,3,54,0,9,16,6,0,0,0,0,6,0,9,6,24,180,0,41,94,0,1,0,29,22,0,0,0,5,4,54,29,15,6,0,8,0,0,33,0,18,0,0,4,0,28,12,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,8,6,97,94,33,1,5,8,32,66,30,8,0,30,16,66,28,0,0,16,0,18,0,0,13,0,1,16,22,0,77,135,0,37,10,0,0,0,7,16,15,2,0,16,0,4,0,0,23,0,0,5,164,15,16,74,224,62,0,61,11,1,51,143,90,5,34,0,5,27,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1631,198,0,0,0,0,0,0,0,0,0,0,0,27,0,7,58,136,2,33,24,6,3,34,28,95,0,12,1,231
Hydrolithon sp. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peyssonnelia inamoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryopsidales,4,412,84,28,17,0,0,13,56,2,0,16,10,24,3,89,39,30,71,19,11,102,8,0,20,93,49,4,349,64,107,67,152,6,420,183,75,36,94,9,6,33,38,0,209,31,50,61,100,273,3,0,0,16,31,79,116,0,49,229,231,22,100,70,26,98,36,21,5,2,9,0,13,0,23,13,67,64,303,32,0,720,10,11,0,7,565,2,288,0,0,0,4,0,2,28,5,2,73,57,72,54,29,55,24,21,18,168,77,39,168,339,0,171,7,1,89,0,0,6,4,0,0,97,42,68,6,0,11,1,19,46,102,59,24,98,104,0,3,13,1,45,3,165,2,1,0,15,2,0,172,4,70,21,77,113,0,0,43,36,285,32,43,35,28,67,8,21,14,12,17,12,36,60,1,55,52,55,57,6,3,72,19,0,0,2,11,2,0,0,0,0,166,0,0,81,82,14,358,23,89,62,40,41,129,94,15,47,115,65,1719,126,145,11,141
Padina gymnospora,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,481,0,0,1656,0,0,0,0,0,0,0,5,0,6,0,0,0,29,47,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulacanthus ustulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,4,7,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,9,5,0,0,37,23,0,0
Kryptoperidinium foliaceum,3,0,9,0,33,0,30,0,0,13,7,0,12,0,4,15,4,0,6,2,0,15,0,0,4,3,0,5,2,12,14,0,2,0,2,0,2,7,2,4,0,14,7,7,21,0,0,0,0,7,0,0,17,7,17,3,3,2,0,0,0,7,14,3,8,3,1,0,0,0,0,1,2,5,16,1,0,9,0,0,0,0,0,1,3,0,14,2,0,0,17,14,16,80,0,0,10,1,3,5,0,5,5,0,0,6,2,7,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,8,0,0,0,0,0,0,21,1,0,9,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,34,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,8
Nitzschia sp. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Polysiphonia sp. ,0,38,96,0,306,0,15,0,45,51,75,0,51,11,0,0,0,84,0,9,0,11,170,137,720,1002,1506,867,167,3,20,28,0,416,46,15,8,29,121,0,0,90,27,155,151,61,10,0,0,0,0,0,0,214,32,186,54,8,15,9,0,26,6,14,136,0,365,5,31,47,0,24,1,0,0,0,0,1,29,0,0,0,0,2,7,65,2,0,95,0,6,0,5,0,131,106,71,39,0,16,2,0,1,0,24,0,24,0,0,13,0,2,244,1261,346,564,21,0,2,0,0,5,0,0,1,0,0,0,10,0,324,885,203,292,174,173,39,313,644,1011,860,698,733,693,799,777,708,326,146,369,36,0,0,0,18,0,36,5,0,0,0,0,0,2,0,0,0,120,409,167,319,155,22,147,98,245,78,393,130,0,0,90,0,8,0,0,0,0,35,52,0,0,17,24,0,0,0,0,0,0,0,8,214,35,0,0,3,0,0,0,0,15,38,0,0
Haliptilon subulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grateloupia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
Liagoraceae,1,9,6,0,13,6,14,11,49,11,26,0,10,1,17,24,8,0,2,13,25,4,5,1,10,4,3,13,16,27,35,100,6,41,4,3,14,21,19,19,21,24,25,14,8,0,0,5,10,4,0,0,0,3,8,4,5,0,0,13,9,12,5,16,4,2,1,2,10,1,9,6,16,0,10,3,8,5,0,0,9,0,1,1,11,33,0,0,0,5,53,67,27,7,24,0,13,8,3,6,0,8,0,0,1,0,1,6,5,11,32,2,16,7,7,4,5,0,1,1,16,3,7,11,8,1,4,0,1,2,14,0,0,1,5,7,3,2,0,4,0,8,0,0,6,2,0,0,5,0,1,4,9,1,2,1,0,0,1,1,3,0,3,7,7,0,0,9,2,1,1,1,4,0,0,5,1,0,0,3,0,16,0,0,0,0,21,2,7,23,18,15,83,0,0,0,0,4,0,0,2,1,18,0,3,5,6,4,3,9,13,0,2,55,6
Lotharella oceanica,0,1,49,0,0,7,12,4,27,18,28,0,16,0,0,3,79,31,21,14,15,0,12,0,13,0,8,2,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,39,0,56,0,6,3,5,0,0,11,0,0,2,0,2,7,7,2,3,0,4,1,0,0,0,0,0,0,1,33,60,23,19,0,4,0,8,0,0,30,73,72,128,478,3,0,0,10,7,1,0,4,7,8,5,5,2,0,5,2,0,8,110,0,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,4,0,0,0,0,0,4,0,3,6,0,5,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,71,36,151,46,0,5,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,0,0,0,0,3,3,0,2
Cryptonemia yendoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,1,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,49,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,44,4,0,0
Peyssonnelia sp.,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10,0,0,59,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,5,46,0,0,0,64,0,1,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,32,21,0,0,0,0,0,0,0,2,6,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,6,0,0
Chromerida,0,4,5,0,7,97,15,21,6,8,9,0,18,0,4,2,72,13,0,0,4,0,7,0,3,8,4,6,23,11,18,33,0,15,14,11,0,18,21,24,20,15,25,16,0,0,0,0,0,0,89,130,65,0,8,0,20,9,0,2,9,0,0,15,9,0,8,16,3,9,2,4,0,114,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,3,14,6,43,127,3,0,22,8,0,11,5,0,0,4,6,2,0,17,14,9,3,15,0,16,5,0,0,3,10,0,0,0,0,7,3,7,0,628,14,0,1,0,0,2,3,2,18,5,0,1,8,0,0,6,2,1,0,0,0,0,6,6,10,6,19,11,20,27,1,6,4,0,0,6,4,6,17,0,4,0,0,0,2,4,4,1,2,0,0,0,0,0,0,2,776,226,832,908,11,0,3,0,8,0,71,0,0,2,5,0,0,5,0,8,0,0,0,3,1,3,4,0,6,0,0
Synechococcus sp. ,0,0,0,0,0,59,0,0,1,0,4,0,6,0,0,0,0,0,2,1,9,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,21,22,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,107,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0
Spyridia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perikladosporon percurrens,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,46,0,256,115,1,3,0,5,0,0,0,0,0,27,0,325,0,1,0,2,187,0,0,0,0,0,0,0,0,0,240,4,269,61,0,18,0,6,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,18,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2563,4896,3983,142,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,3,0,1,0,0
Galaxaura rugosa,0,0,34,0,1,0,15,3258,0,1,291,0,38,0,0,0,0,0,0,0,0,0,3,0,0,252,0,12,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,165,42,0,0,0,0,0,0,32,0,39,0,0,0,0,0,2,0,0,2,0,0,0,0,0,23,0,0,0,108,0,0,0,0,0,0,0,0,0,4,0,0,0,49,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,18,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,97,0,0,1,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,22,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophyceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lobophora variegata,0,0,23,278,17,0,0,0,0,0,0,0,208,21,2,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,94,4,15,43,29,72,56,139,0,52,20,11,0,0,0,0,0,11,0,13,0,0,18,0,0,0,0,5,0,6,0,47,166,209,0,0,0,0,0,0,0,931,5,0,95,9,0,0,6,0,0,0,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,21,0,5,15,0,2,1,34,1,0,0,0,0,21,0,0,31,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,67,4,0,10,0,0,73,7,1,12,45,152,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,64,173,0,69,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scytosiphonaceae,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,1,0,0,10,0,4,0,0,1,0,54,0,0,0,0,0,3,0,0,2,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Rhodophyta,955,948,864,0,1088,327,1008,621,367,394,385,779,1667,191,951,1469,557,832,769,728,162,138,650,232,241,229,437,444,614,1129,465,4611,1087,1003,1222,1237,1082,1418,727,373,432,1480,1199,313,686,813,1137,697,676,1740,597,140,397,517,1379,252,745,506,579,434,871,315,887,499,265,887,460,431,267,318,468,267,857,909,310,668,1122,467,743,1316,298,2064,332,730,649,212,845,852,529,545,335,223,587,1375,1492,597,347,515,1103,734,726,866,757,775,892,893,1293,720,1315,422,842,930,1559,330,1862,601,952,517,1283,491,1617,1337,798,558,57,1093,1945,5,908,436,2289,164,415,604,765,646,706,1155,581,1294,1960,1401,2806,813,1449,917,1334,455,981,1036,1095,87,970,509,124,591,114,68,576,302,461,764,557,755,211,1135,1249,1300,475,512,582,732,438,582,342,773,960,1082,646,4168,514,246,50,87,494,1239,460,3743,254,406,116,1008,774,118,233,2038,631,2936,1177,2147,1831,2448,934,2119,1048,734,354,1715,964,1780,893,1553,1280,932,1032
Acaryochloris marina ,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangiaceae,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
